time[s],dt[s],fps,ex[mm],ey[mm],dex[mm/s],dey[mm/s],ix,iy,psi[rad],epsi[rad],psi_i,dpsi[rad/s],vx[mm/s],vy[mm/s],omega[rad/s],cmd1,cmd2,cmd3,vwh1[mm/s],vwh2[mm/s],vwh3[mm/s]
2.258564,0.017677,56.572,3.937500,1.968750,0.000000,0.000000,8.965176,7.758269,1.871476,-1.871476,-4.184661,-0.125631,18.088123,11.337038,0.000000,4,-10,5,9.996255,-21.333293,11.337038
2.276171,0.017608,56.793,3.937500,1.968750,0.000000,0.000000,9.034506,7.792934,1.873911,-1.873911,-4.217657,0.138331,18.136654,11.361304,-0.000000,5,-10,5,10.026151,-21.387455,11.361304
2.292201,0.016030,62.384,3.937500,1.968750,0.000000,0.000000,9.097624,7.824493,1.878630,-1.878630,-4.247771,0.294350,18.180837,11.383395,-0.000000,5,-10,5,10.053369,-21.436764,11.383395
2.309315,0.017114,58.433,3.937500,1.968750,0.000000,0.000000,9.165009,7.858186,1.881220,-1.881220,-4.279965,0.151366,18.228006,11.406980,-0.000000,5,-10,5,10.082426,-21.489406,11.406980
2.327581,0.018266,54.747,3.937500,1.968750,0.000000,0.000000,9.236930,7.894146,1.887111,-1.887111,-4.314435,0.322491,18.278351,11.432152,-0.000000,5,-10,5,10.113440,-21.545593,11.432152
2.343503,0.015923,62.804,3.937500,1.968750,0.000000,0.000000,9.299625,7.925494,1.893535,-1.893535,-4.344585,0.403453,18.322238,11.454096,-0.000000,5,-10,5,10.140475,-21.594571,11.454096
2.360624,0.017121,58.408,3.937500,1.968750,0.000000,0.000000,9.367038,7.959200,1.894432,-1.894432,-4.377019,0.052376,18.369427,11.477690,-0.000000,5,-10,5,10.169545,-21.647236,11.477690
2.377748,0.017123,58.399,3.937500,1.968750,0.000000,0.000000,9.434462,7.992912,1.900674,-1.900674,-4.409565,0.364547,18.416623,11.501289,-0.000000,5,-10,5,10.198620,-21.699908,11.501289
2.395453,0.017705,56.481,3.937500,1.968750,0.000000,0.000000,9.504176,8.027769,1.896588,-1.896588,-4.443145,-0.230762,18.465423,11.525689,0.000000,5,-10,5,10.228682,-21.754370,11.525689
2.413113,0.017660,56.625,3.937500,1.968750,0.000000,0.000000,9.573712,8.062537,1.902410,-1.902410,-4.476741,0.329655,18.514099,11.550026,-0.000000,5,-10,5,10.258667,-21.808693,11.550026
2.429120,0.016007,62.471,3.937500,1.968750,0.000000,0.000000,9.636741,8.094052,1.908393,-1.908393,-4.507289,0.373781,18.558219,11.572086,-0.000000,5,-10,5,10.285846,-21.857932,11.572086
2.447528,0.018408,54.323,3.937500,1.968750,0.000000,0.000000,9.709224,8.130293,1.913122,-1.913122,-4.542507,0.256910,18.608957,11.597455,-0.000000,5,-10,5,10.317102,-21.914557,11.597455
2.465021,0.017493,57.166,3.937500,1.968750,0.000000,0.000000,9.778102,8.164732,1.895813,-1.895813,-4.575670,-0.989509,18.657171,11.621562,0.000000,5,-10,5,10.346803,-21.968366,11.621562
2.480544,0.015523,64.420,3.937500,1.968750,0.000000,0.000000,9.839224,8.195293,1.896340,-1.896340,-4.605107,0.033974,18.699957,11.642955,-0.000000,5,-11,5,10.373160,-22.016116,11.642955
2.498293,0.017749,56.341,3.937500,1.968750,0.000000,0.000000,9.909111,8.230237,1.899172,-1.899172,-4.638816,0.159558,18.748878,11.667416,-0.000000,5,-11,5,10.403297,-22.070713,11.667416
2.515083,0.016789,59.562,3.937500,1.968750,0.000000,0.000000,9.975219,8.263291,1.905166,-1.905166,-4.670802,0.357003,18.795153,11.690553,-0.000000,5,-11,5,10.431803,-22.122357,11.690553
2.531755,0.016673,59.979,3.937500,1.968750,0.000000,0.000000,10.040867,8.296115,1.912774,-1.912774,-4.702693,0.456295,18.841107,11.713530,-0.000000,5,-11,5,10.460112,-22.173643,11.713530
2.550166,0.018410,54.317,3.937500,1.968750,0.000000,0.000000,10.113358,8.332360,1.917645,-1.917645,-4.737997,0.264582,18.891851,11.738902,-0.000000,5,-11,5,10.491372,-22.230274,11.738902
2.566561,0.016396,60.992,3.937500,1.968750,0.000000,0.000000,10.177916,8.364639,1.920115,-1.920115,-4.769479,0.150633,18.937041,11.761497,-0.000000,5,-11,5,10.519210,-22.280707,11.761497
2.583094,0.016533,60.485,3.937500,1.968750,0.000000,0.000000,10.243014,8.397188,1.923631,-1.923631,-4.801282,0.212695,18.982610,11.784282,-0.000000,5,-11,5,10.547282,-22.331563,11.784282
2.600527,0.017432,57.364,3.937500,1.968750,0.000000,0.000000,10.311655,8.431508,1.928123,-1.928123,-4.834894,0.257676,19.030658,11.808306,-0.000000,5,-11,5,10.576880,-22.385186,11.808306
2.617291,0.016765,59.649,3.937500,1.968750,0.000000,0.000000,10.377666,8.464514,1.926812,-1.926812,-4.867197,-0.078203,19.076866,11.831410,0.000000,5,-11,5,10.605346,-22.436756,11.831410
2.635672,0.018381,54.405,3.937500,1.968750,0.000000,0.000000,10.450040,8.500701,1.918215,-1.918215,-4.902455,-0.467704,19.127528,11.856741,0.000000,5,-11,5,10.636555,-22.493296,11.856741
2.651398,0.015726,63.588,3.937500,1.968750,0.000000,0.000000,10.511962,8.531662,1.907454,-1.907454,-4.932452,-0.684297,19.170874,11.878414,0.000000,5,-11,5,10.663257,-22.541671,11.878414
2.668527,0.017128,58.382,3.937500,1.968750,0.000000,0.000000,10.579406,8.565384,1.899818,-1.899818,-4.964993,-0.445788,19.218084,11.902019,0.000000,5,-11,5,10.692340,-22.594358,11.902019
2.686229,0.017703,56.489,3.937500,1.968750,0.000000,0.000000,10.649110,8.600236,1.895433,-1.895433,-4.998547,-0.247730,19.266877,11.926415,0.000000,5,-11,5,10.722397,-22.648812,11.926415
2.703058,0.016828,59.425,3.937500,1.968750,0.000000,0.000000,10.715370,8.633366,1.885696,-1.885696,-5.030280,-0.578578,19.313259,11.949606,0.000000,5,-11,5,10.750970,-22.700576,11.949606
2.719815,0.016758,59.674,3.937500,1.968750,0.000000,0.000000,10.781354,8.666358,1.872416,-1.872416,-5.061657,-0.792478,19.359448,11.972701,0.000000,5,-11,5,10.779423,-22.752124,11.972701
2.736928,0.017112,58.438,3.937500,1.968750,0.000000,0.000000,10.848733,8.700048,1.862155,-1.862155,-5.093523,-0.599650,19.406613,11.996283,0.000000,5,-11,5,10.808478,-22.804762,11.996283
2.754505,0.017577,56.892,3.937500,1.968750,0.000000,0.000000,10.917943,8.734653,1.854976,-1.854976,-5.126128,-0.408423,19.455060,12.020507,0.000000,5,-11,6,10.838323,-22.858830,12.020507
2.772333,0.017828,56.090,3.937500,1.968750,0.000000,0.000000,10.988143,8.769753,1.848998,-1.848998,-5.159093,-0.335318,19.504200,12.045077,0.000000,5,-11,6,10.868594,-22.913671,12.045077
2.790255,0.017922,55.797,3.937500,1.968750,0.000000,0.000000,11.058711,8.805037,1.846689,-1.846689,-5.192189,-0.128811,19.553598,12.069776,0.000000,5,-11,6,10.899025,-22.968801,12.069776
2.806673,0.016418,60.910,3.937500,1.968750,0.000000,0.000000,11.123356,8.837359,1.844585,-1.844585,-5.222473,-0.128137,19.598849,12.092402,0.000000,5,-11,6,10.926901,-23.019302,12.092402
2.823260,0.016587,60.287,3.937500,1.968750,0.000000,0.000000,11.188669,8.870015,1.842002,-1.842002,-5.253027,-0.155734,19.644568,12.115261,0.000000,5,-11,6,10.955065,-23.070325,12.115261
2.841032,0.017771,56.270,3.937500,1.968750,0.000000,0.000000,11.258644,8.905003,1.837199,-1.837199,-5.285677,-0.270281,19.693551,12.139752,0.000000,5,-11,6,10.985239,-23.124991,12.139752
2.858473,0.017442,57.334,3.937500,1.968750,0.000000,0.000000,11.327320,8.939341,1.838588,-1.838588,-5.317745,0.079670,19.741624,12.163789,-0.000000,5,-11,6,11.014853,-23.178642,12.163789
2.875057,0.016584,60.300,3.937500,1.837500,0.000000,-7.914407,11.392618,8.969814,1.838025,-1.838025,-5.348226,-0.033962,19.787333,10.208488,0.000000,6,-11,5,12.032089,-22.240577,10.208488
2.892029,0.016972,58.920,3.937500,1.837500,0.000000,0.000000,11.459447,9.001000,1.839434,-1.839434,-5.379445,0.083020,19.834113,11.813200,-0.000000,5,-11,5,11.270245,-23.083445,11.813200
2.908835,0.016805,59.505,3.937500,1.837500,0.000000,0.000000,11.525618,9.031880,1.838514,-1.838514,-5.410342,-0.054754,19.880432,11.834816,0.000000,5,-11,5,11.299552,-23.134368,11.834816
2.925354,0.016520,60.533,3.937500,1.837500,0.000000,0.000000,11.590664,9.062235,1.838784,-1.838784,-5.440718,0.016335,19.925965,11.856065,-0.000000,5,-11,5,11.328360,-23.184424,11.856065
2.943296,0.017942,55.735,3.937500,1.837500,0.000000,0.000000,11.661311,9.095204,1.837531,-1.837531,-5.473687,-0.069850,19.975418,11.879143,0.000000,5,-11,5,11.359648,-23.238790,11.879143
2.959465,0.016168,61.850,3.937500,1.837500,0.000000,0.000000,11.724973,9.124912,1.844004,-1.844004,-5.503501,0.400343,20.019981,11.899939,-0.000000,5,-11,5,11.387843,-23.287782,11.899939
2.977881,0.018416,54.300,3.937500,1.837500,0.000000,0.000000,11.797487,9.158752,1.848103,-1.848103,-5.537536,0.222614,20.070741,11.923627,-0.000000,5,-11,5,11.419958,-23.343584,11.923627
2.993667,0.015787,63.345,3.937500,1.837500,0.000000,0.000000,11.859646,9.187760,1.857413,-1.857413,-5.566859,0.589724,20.114253,11.943932,-0.000000,5,-11,5,11.447488,-23.391420,11.943932
3.011371,0.017703,56.487,3.937500,1.837500,0.000000,0.000000,11.929353,9.220290,1.874386,-1.874386,-5.600042,0.958752,20.163047,11.966703,-0.000000,5,-11,5,11.478360,-23.445063,11.966703
3.028044,0.016673,59.978,3.937500,1.837500,0.000000,0.000000,11.995003,9.250926,1.880090,-1.880090,-5.631388,0.342124,20.209002,11.988148,-0.000000,5,-11,5,11.507435,-23.495583,11.988148
3.044852,0.016808,59.495,3.937500,1.837500,0.000000,0.000000,12.061184,9.281811,1.893574,-1.893574,-5.663215,0.802248,20.255329,12.009768,-0.000000,5,-11,6,11.536746,-23.546513,12.009768
3.062546,0.017694,56.515,3.937500,1.837500,0.000000,0.000000,12.130856,9.314325,1.902627,-1.902627,-5.696881,0.511604,20.304099,12.032527,-0.000000,5,-11,6,11.567602,-23.600129,12.032527
3.079100,0.016554,60.408,3.937500,1.837500,0.000000,0.000000,12.196038,9.344743,1.904617,-1.904617,-5.728411,0.120192,20.349727,12.053820,-0.000000,5,-11,6,11.596470,-23.650290,12.053820
3.096215,0.017115,58.428,3.937500,1.837500,0.000000,0.000000,12.263429,9.376192,1.895092,-1.895092,-5.760845,-0.556527,20.396900,12.075834,0.000000,5,-11,6,11.626316,-23.702151,12.075834
3.113340,0.017125,58.395,3.937500,1.837500,0.000000,0.000000,12.330857,9.407658,1.886458,-1.886458,-5.793150,-0.504155,20.444100,12.097861,0.000000,5,-11,6,11.656179,-23.754040,12.097861
3.131078,0.017738,56.377,3.937500,1.837500,0.000000,0.000000,12.400699,9.440251,1.871259,-1.871259,-5.826342,-0.856914,20.492989,12.120676,0.000000,5,-11,6,11.687111,-23.807787,12.120676
3.147534,0.016457,60.766,3.937500,1.837500,0.000000,0.000000,12.465497,9.470490,1.861986,-1.861986,-5.856984,-0.563434,20.538348,12.141843,0.000000,5,-11,6,11.715809,-23.857653,12.141843
3.164676,0.017142,58.337,3.937500,1.837500,0.000000,0.000000,12.532993,9.501988,1.867788,-1.867788,-5.889001,0.338439,20.585595,12.163892,-0.000000,5,-11,6,11.745702,-23.909594,12.163892
3.181772,0.017097,58.491,3.806250,1.706250,-7.677001,-7.677001,12.598066,9.531159,1.851933,-1.851933,-5.920663,-0.927392,18.701996,10.255161,0.000000,5,-10,5,11.068823,-21.323985,10.255161
3.199126,0.017354,57.625,3.806250,1.575000,0.000000,-7.563301,12.664118,9.558491,1.862756,-1.862756,-5.952988,0.623674,20.283633,9.903284,-0.000000,6,-11,4,12.614499,-22.517783,9.903284
3.215956,0.016830,59.419,3.675000,1.312500,-7.798700,-15.597399,12.725968,9.580580,1.871274,-1.871274,-5.984481,0.506151,18.373437,7.524426,-0.000000,6,-9,3,12.149650,-19.674077,7.524426
3.233079,0.017123,58.399,3.543750,1.050000,-7.664923,-15.329845,12.786649,9.598560,1.860025,-1.860025,-6.016331,-0.656959,18.048920,6.803023,0.000000,6,-9,3,12.229311,-19.032334,6.803023
3.250589,0.017510,57.111,3.412500,0.787500,-7.495846,-14.991691,12.846401,9.612349,1.862876,-1.862876,-6.048950,0.162864,17.730811,6.092806,-0.000000,6,-9,3,12.308930,-18.401736,6.092806
3.269029,0.018440,54.231,3.412500,0.787500,0.000000,0.000000,12.909326,9.626870,1.847932,-1.847932,-6.083025,-0.810444,19.274028,9.101309,0.000000,6,-10,4,12.141144,-21.242453,9.101309
3.284417,0.015388,64.986,3.412500,0.656250,0.000000,-8.529367,12.961838,9.636968,1.865749,-1.865749,-6.111735,1.157862,19.310787,7.008755,-0.000000,6,-10,3,13.219254,-20.228009,7.008755
3.301588,0.017171,58.237,3.412500,0.656250,0.000000,0.000000,13.020434,9.648237,1.865073,-1.865073,-6.143761,-0.039387,19.351804,8.722516,0.000000,6,-10,4,12.397896,-21.120412,8.722516
3.318717,0.017129,58.380,3.412500,0.656250,0.000000,0.000000,13.078888,9.659478,1.880999,-1.880999,-6.175981,0.929787,19.392721,8.730385,-0.000000,6,-10,4,12.429397,-21.159782,8.730385
3.335756,0.017039,58.689,3.412500,0.656250,0.000000,0.000000,13.137034,9.670660,1.871931,-1.871931,-6.207877,-0.532221,19.433424,8.738212,0.000000,6,-10,4,12.460732,-21.198944,8.738212
3.352865,0.017109,58.448,3.412500,0.656250,0.000000,0.000000,13.195419,9.681888,1.857933,-1.857933,-6.239664,-0.818154,19.474293,8.746071,0.000000,6,-10,4,12.492197,-21.238268,8.746071
3.370553,0.017688,56.535,3.412500,0.525000,0.000000,-7.420270,13.255779,9.691174,1.871047,-1.871047,-6.272759,0.741390,19.516545,6.874768,-0.000000,6,-10,3,13.464440,-20.339208,6.874768
3.387089,0.016536,60.475,3.412500,0.525000,0.000000,0.000000,13.312207,9.699855,1.873556,-1.873556,-6.303740,0.151766,19.556045,8.364899,-0.000000,6,-10,4,12.753583,-21.118481,8.364899
3.404367,0.017278,57.877,3.412500,0.525000,0.000000,0.000000,13.371168,9.708926,1.864739,-1.864739,-6.335959,-0.510299,19.597318,8.371248,0.000000,6,-10,4,12.786151,-21.157399,8.371248
3.421287,0.016920,59.101,3.412500,0.525000,0.000000,0.000000,13.428908,9.717809,1.868087,-1.868087,-6.367567,0.197849,19.637736,8.377466,-0.000000,6,-10,4,12.818045,-21.195511,8.377466
3.439073,0.017786,56.223,3.412500,0.393750,0.000000,-7.379290,13.489604,9.724813,1.857483,-1.857483,-6.400605,-0.596173,19.680223,6.512761,0.000000,6,-10,3,13.787192,-20.299953,6.512761
3.455520,0.016446,60.804,3.281250,0.262500,-7.980493,-7.980493,13.543568,9.729130,1.850520,-1.850520,-6.431039,-0.423395,17.728149,6.001792,0.000000,6,-9,3,12.352131,-18.353924,6.001792
3.472764,0.017244,57.990,3.018750,0.000000,-15.222387,-15.222387,13.595625,9.729130,1.870935,-1.870935,-6.463302,1.183856,15.528710,3.765913,-0.000000,5,-7,1,11.565301,-15.331214,3.765913
3.491516,0.018752,53.327,3.018750,-0.262500,0.000000,-13.998434,13.652233,9.724207,1.877260,-1.877260,-6.498505,0.337305,18.612813,3.219758,-0.000000,7,-8,1,14.509290,-17.729048,3.219758
3.507311,0.015795,63.313,2.887500,-0.262500,-8.309846,0.000000,13.697839,9.720061,1.862661,-1.862661,-6.527925,-0.924309,16.589018,6.016543,0.000000,5,-8,3,11.358240,-17.374783,6.016543
3.524066,0.016755,59.682,2.887500,-0.393750,0.000000,-7.833322,13.746220,9.713464,1.880678,-1.880678,-6.559436,1.075316,18.284854,4.051510,-0.000000,6,-8,2,13.809393,-17.860903,4.051510
3.541114,0.017048,58.657,2.887500,-0.393750,0.000000,0.000000,13.795447,9.706751,1.890458,-1.890458,-6.591665,0.573641,18.319313,5.613476,-0.000000,6,-9,2,13.058252,-18.671728,5.613476
3.558567,0.017453,57.297,2.887500,-0.393750,0.000000,0.000000,13.845842,9.699879,1.896496,-1.896496,-6.624764,0.345973,18.354590,5.608665,-0.000000,6,-9,2,13.091208,-18.699873,5.608665
3.576702,0.018135,55.142,2.887500,-0.525000,0.000000,-7.237358,13.898207,9.690358,1.881423,-1.881423,-6.658884,-0.831127,18.391245,3.760779,0.000000,7,-8,1,14.046896,-17.807675,3.760779
3.592453,0.015751,63.488,2.887500,-0.525000,0.000000,0.000000,13.943689,9.682089,1.865398,-1.865398,-6.688266,-1.017419,18.423082,5.202462,0.000000,6,-9,2,13.353626,-18.556088,5.202462
3.609648,0.017195,58.156,2.887500,-0.525000,0.000000,0.000000,13.993340,9.673061,1.857377,-1.857377,-6.720204,-0.466436,18.457838,5.196143,0.000000,6,-9,2,13.386885,-18.583028,5.196143
3.626724,0.017075,58.565,2.887500,-0.525000,0.000000,0.000000,14.042644,9.664097,1.849692,-1.849692,-6.751788,-0.450063,18.492351,5.189868,0.000000,6,-9,2,13.419912,-18.609779,5.189868
3.643859,0.017135,58.359,2.887500,-0.525000,0.000000,0.000000,14.092122,9.655101,1.845702,-1.845702,-6.783414,-0.232896,18.526986,5.183571,0.000000,6,-9,2,13.453055,-18.636626,5.183571
3.660832,0.016973,58.916,2.887500,-0.525000,0.000000,0.000000,14.141133,9.646190,1.838575,-1.838575,-6.814621,-0.419855,18.561293,5.177333,0.000000,6,-9,2,13.485885,-18.663218,5.177333
3.678960,0.018128,55.164,2.887500,-0.525000,0.000000,0.000000,14.193476,9.636673,1.832510,-1.832510,-6.847840,-0.334575,18.597933,5.170671,0.000000,6,-9,2,13.520947,-18.691618,5.170671
3.694967,0.016007,62.472,2.887500,-0.525000,0.000000,0.000000,14.239697,9.628269,1.829806,-1.829806,-6.877130,-0.168966,18.630288,5.164788,0.000000,6,-9,2,13.551908,-18.716697,5.164788
3.712572,0.017605,56.803,2.887500,-0.525000,0.000000,0.000000,14.290530,9.619027,1.822353,-1.822353,-6.909212,-0.423332,18.665871,5.158319,0.000000,6,-9,2,13.585959,-18.744278,5.158319
3.729227,0.016655,60.040,2.887500,-0.525000,0.000000,0.000000,14.338623,9.610283,1.823614,-1.823614,-6.939585,0.075714,18.699536,5.152198,-0.000000,6,-9,2,13.618174,-18.770372,5.152198
3.746868,0.017641,56.686,2.887500,-0.525000,0.000000,0.000000,14.389562,9.601021,1.817800,-1.817800,-6.971653,-0.329587,18.735193,5.145715,0.000000,6,-9,2,13.652296,-18.798011,5.145715
3.763604,0.016736,59.752,2.887500,-0.525000,0.000000,0.000000,14.437886,9.592235,1.820338,-1.820338,-7.002118,0.151684,18.769020,5.139564,-0.000000,6,-9,2,13.684666,-18.824231,5.139564
3.780701,0.017097,58.490,2.887500,-0.525000,0.000000,0.000000,14.487254,9.583259,1.813287,-1.813287,-7.033120,-0.412406,18.803578,5.133281,0.000000,6,-9,2,13.717735,-18.851016,5.133281
3.797769,0.017068,58.589,2.887500,-0.525000,0.000000,0.000000,14.536537,9.574298,1.827871,-1.827871,-7.064318,0.854458,18.838076,5.127009,-0.000000,6,-9,2,13.750748,-18.877757,5.127009
3.817233,0.019464,51.376,2.887500,-0.525000,0.000000,0.000000,14.592741,9.564079,1.847653,-1.847653,-7.100281,1.016304,18.877419,5.119855,-0.000000,6,-9,2,13.788396,-18.908252,5.119855
3.831819,0.014586,68.559,2.887500,-0.525000,0.000000,0.000000,14.634858,9.556422,1.839863,-1.839863,-7.127117,-0.534094,18.906901,5.114495,0.000000,6,-9,2,13.816609,-18.931104,5.114495
3.848940,0.017121,58.408,2.887500,-0.525000,0.000000,0.000000,14.684295,9.547433,1.832492,-1.832492,-7.158492,-0.430506,18.941507,5.108203,0.000000,6,-9,2,13.849724,-18.957927,5.108203
3.866557,0.017617,56.765,2.887500,-0.525000,0.000000,0.000000,14.735163,9.538184,1.849315,-1.849315,-7.191070,0.954969,18.977114,5.101729,-0.000000,6,-9,2,13.883798,-18.985527,5.101729
3.883299,0.016742,59.731,2.887500,-0.525000,0.000000,0.000000,14.783505,9.529395,1.839709,-1.839709,-7.221870,-0.573780,19.010953,5.095576,0.000000,6,-9,2,13.916180,-19.011757,5.095576
3.900986,0.017688,56.536,2.887500,-0.525000,0.000000,0.000000,14.834578,9.520109,1.854897,-1.854897,-7.254679,0.858681,19.046705,5.089076,-0.000000,6,-9,2,13.950392,-19.039468,5.089076
3.919268,0.018281,54.700,2.887500,-0.525000,0.000000,0.000000,14.887366,9.510511,1.868225,-1.868225,-7.288833,0.729021,19.083656,5.082358,-0.000000,6,-9,2,13.985752,-19.068110,5.082358
3.934791,0.015523,64.420,2.887500,-0.525000,0.000000,0.000000,14.932189,9.502361,1.880365,-1.880365,-7.318022,0.782044,19.115032,5.076653,-0.000000,7,-9,2,14.015777,-19.092430,5.076653
3.951637,0.016845,59.363,2.887500,-0.525000,0.000000,0.000000,14.980830,9.493518,1.890872,-1.890872,-7.349875,0.623720,19.149081,5.070462,-0.000000,7,-9,2,14.048360,-19.118822,5.070462
