time[s],dt[s],fps,ex[mm],ey[mm],dex[mm/s],dey[mm/s],ix,iy,psi[rad],epsi[rad],psi_i,dpsi[rad/s],vx[mm/s],vy[mm/s],omega[rad/s],cmd1,cmd2,cmd3,vwh1[mm/s],vwh2[mm/s],vwh3[mm/s]
8.418772,0.019188,52.116,1.837500,-1.050000,0.000000,0.000000,24.453853,5.074855,1.845088,-1.845088,-15.753439,-0.053061,22.630197,0.402399,0.000000,9,-9,0,19.397127,-19.799525,0.402399
8.435785,0.017013,58.780,1.837500,-1.050000,0.000000,0.000000,24.485114,5.056992,1.851562,-1.851562,-15.784938,0.380551,22.652080,0.389894,-0.000000,9,-9,0,19.422329,-19.812224,0.389894
8.452727,0.016943,59.023,1.837500,-1.050000,0.000000,0.000000,24.516246,5.039202,1.850424,-1.850424,-15.816289,-0.067180,22.673872,0.377442,0.000000,9,-9,0,19.447429,-19.824870,0.377442
8.469486,0.016759,59.670,1.837500,-1.050000,0.000000,0.000000,24.547040,5.021605,1.847070,-1.847070,-15.847244,-0.200133,22.695428,0.365124,0.000000,9,-9,0,19.472256,-19.837379,0.365124
8.487012,0.017526,57.058,1.837500,-1.050000,0.000000,0.000000,24.579244,5.003203,1.843868,-1.843868,-15.879560,-0.182661,22.717971,0.352242,0.000000,9,-9,0,19.498219,-19.850461,0.352242
8.503670,0.016658,60.030,1.837500,-1.050000,0.000000,0.000000,24.609854,4.985712,1.843558,-1.843558,-15.910270,-0.018615,22.739398,0.339998,0.000000,9,-9,0,19.522897,-19.862895,0.339998
8.520618,0.016948,59.005,1.837500,-1.050000,0.000000,0.000000,24.640995,4.967917,1.848231,-1.848231,-15.941594,0.275693,22.761197,0.327542,-0.000000,9,-9,0,19.548004,-19.875546,0.327542
8.538384,0.017766,56.288,1.837500,-1.050000,0.000000,0.000000,24.673640,4.949263,1.865462,-1.865462,-15.974735,0.969925,22.784048,0.314484,-0.000000,9,-9,0,19.574322,-19.888806,0.314484
8.555496,0.017112,58.438,1.837500,-1.050000,0.000000,0.000000,24.705084,4.931295,1.858513,-1.858513,-16.006538,-0.406101,22.806059,0.301906,0.000000,9,-9,0,19.599673,-19.901579,0.301906
8.572289,0.016793,59.548,1.837500,-1.050000,0.000000,0.000000,24.735941,4.913662,1.855803,-1.855803,-16.037703,-0.161353,22.827659,0.289563,0.000000,9,-9,0,19.624551,-19.914114,0.289563
8.588990,0.016700,59.879,1.837500,-1.050000,0.000000,0.000000,24.766628,4.896127,1.867886,-1.867886,-16.068897,0.723537,22.849140,0.277289,-0.000000,9,-9,0,19.649291,-19.926580,0.277289
8.606760,0.017770,56.274,1.837500,-1.050000,0.000000,0.000000,24.799281,4.877468,1.861704,-1.861704,-16.101980,-0.347937,22.871996,0.264228,0.000000,9,-9,0,19.675616,-19.939844,0.264228
8.623707,0.016947,59.007,1.837500,-1.050000,0.000000,0.000000,24.830421,4.859674,1.862529,-1.862529,-16.133545,0.048718,22.893795,0.251771,-0.000000,9,-9,0,19.700722,-19.952494,0.251771
8.640366,0.016659,60.029,1.837500,-1.050000,0.000000,0.000000,24.861031,4.842182,1.868087,-1.868087,-16.164664,0.333601,22.915222,0.239527,-0.000000,9,-9,0,19.725401,-19.964928,0.239527
8.657412,0.017046,58.663,1.837500,-1.050000,0.000000,0.000000,24.892354,4.824283,1.859632,-1.859632,-16.196364,-0.495980,22.937148,0.226998,0.000000,9,-9,0,19.750654,-19.977652,0.226998
8.675181,0.017769,56.278,1.837500,-1.050000,0.000000,0.000000,24.925004,4.805626,1.857435,-1.857435,-16.229369,-0.123615,22.960003,0.213938,0.000000,9,-9,0,19.776977,-19.990915,0.213938
8.692327,0.017146,58.324,1.837500,-1.050000,0.000000,0.000000,24.956510,4.787623,1.854108,-1.854108,-16.261159,-0.194056,22.982057,0.201336,0.000000,9,-10,0,19.802377,-20.003713,0.201336
8.710256,0.017929,55.775,1.837500,-1.050000,0.000000,0.000000,24.989455,4.768797,1.849998,-1.849998,-16.294328,-0.229215,23.005118,0.188158,0.000000,9,-10,0,19.828938,-20.017096,0.188158
8.726609,0.016354,61.149,1.837500,-1.050000,0.000000,0.000000,25.019504,4.751626,1.860395,-1.860395,-16.324752,0.635753,23.026153,0.176138,-0.000000,9,-10,0,19.853164,-20.029303,0.176138
8.743637,0.017027,58.730,1.837500,-1.050000,0.000000,0.000000,25.050792,4.733747,1.852381,-1.852381,-16.356293,-0.470690,23.048054,0.163623,0.000000,9,-10,0,19.878389,-20.042012,0.163623
8.760222,0.016586,60.292,1.837500,-1.050000,0.000000,0.000000,25.081268,4.716332,1.862553,-1.862553,-16.387185,0.613285,23.069388,0.151433,-0.000000,9,-10,0,19.902960,-20.054392,0.151433
8.776542,0.016320,61.276,1.837500,-1.050000,0.000000,0.000000,25.111255,4.699197,1.874685,-1.874685,-16.417779,0.743412,23.090379,0.139438,-0.000000,9,-10,0,19.927136,-20.066573,0.139438
8.793106,0.016564,60.371,1.837500,-1.050000,0.000000,0.000000,25.141692,4.681805,1.882690,-1.882690,-16.448964,0.483301,23.111684,0.127263,-0.000000,9,-10,0,19.951674,-20.078937,0.127263
8.810634,0.017528,57.051,1.837500,-1.050000,0.000000,0.000000,25.173900,4.663400,1.886777,-1.886777,-16.482036,0.233139,23.134230,0.114380,-0.000000,9,-10,0,19.977641,-20.092021,0.114380
8.827303,0.016669,59.993,1.837500,-1.050000,0.000000,0.000000,25.204529,4.645898,1.891939,-1.891939,-16.513572,0.309712,23.155670,0.102128,-0.000000,10,-10,0,20.002334,-20.104463,0.102128
8.844396,0.017093,58.504,1.837500,-1.050000,0.000000,0.000000,25.235936,4.627951,1.886408,-1.886408,-16.545816,-0.323584,23.177656,0.089565,0.000000,10,-10,0,20.027656,-20.117221,0.089565
8.861479,0.017083,58.536,1.837500,-1.050000,0.000000,0.000000,25.267327,4.610013,1.894372,-1.894372,-16.578178,0.466152,23.199629,0.077009,-0.000000,10,-10,0,20.052964,-20.129973,0.077009
8.878787,0.017308,57.777,1.837500,-1.050000,0.000000,0.000000,25.299131,4.591840,1.893694,-1.893694,-16.610954,-0.039185,23.221891,0.064288,0.000000,10,-10,0,20.078604,-20.142892,0.064288
8.895878,0.017091,58.510,1.837500,-1.050000,0.000000,0.000000,25.330535,4.573894,1.894948,-1.894948,-16.643341,0.073406,23.243875,0.051726,-0.000000,10,-10,0,20.103923,-20.155649,0.051726
8.912891,0.017013,58.778,1.837500,-1.050000,0.000000,0.000000,25.361797,4.556030,1.891095,-1.891095,-16.675514,-0.226491,23.265758,0.039221,0.000000,10,-10,0,20.129127,-20.168348,0.039221
8.929681,0.016790,59.560,1.837500,-1.050000,0.000000,0.000000,25.392649,4.538401,1.890718,-1.890718,-16.707259,-0.022420,23.287354,0.026880,0.000000,10,-10,0,20.154000,-20.180881,0.026880
8.947176,0.017494,57.161,1.837500,-1.050000,0.000000,0.000000,25.424795,4.520031,1.875446,-1.875446,-16.740069,-0.872961,23.309856,0.014022,0.000000,10,-10,0,20.179917,-20.193939,0.014022
8.964265,0.017089,58.516,1.837500,-1.050000,0.000000,0.000000,25.456197,4.502088,1.869405,-1.869405,-16.772016,-0.353493,23.331838,0.001461,0.000000,10,-10,0,20.205233,-20.206695,0.001461
8.981046,0.016781,59.590,1.837500,-1.181250,0.000000,-7.821192,25.487032,4.482265,1.878454,-1.878454,-16.803539,0.539197,23.353423,-1.970403,-0.000000,10,-9,0,21.209859,-19.239456,-1.970403
8.998425,0.017378,57.543,1.706250,-1.181250,-7.552509,0.000000,25.516684,4.461736,1.873043,-1.873043,-16.836090,-0.311334,21.469927,-0.420534,0.000000,9,-9,0,18.803769,-18.383235,-0.420534
9.015440,0.017015,58.771,1.575000,-1.312500,-7.713683,-7.713683,25.543483,4.439404,1.878799,-1.878799,-16.868058,0.338264,21.062702,-2.372654,-0.000000,9,-8,-1,19.427162,-17.054508,-2.372654
9.032763,0.017323,57.727,1.443750,-1.312500,-7.576729,0.000000,25.568493,4.416668,1.895726,-1.895726,-16.900897,0.977148,20.713849,-0.845833,-0.000000,9,-8,0,18.361636,-17.515803,-0.845833
9.049682,0.016920,59.103,1.312500,-1.181250,-7.757270,7.757270,25.590700,4.396682,1.902462,-1.902462,-16.933086,0.398108,20.299536,1.085381,-0.000000,8,-9,0,17.037223,-18.122604,1.085381
9.066901,0.017219,58.076,1.181250,-1.050000,-7.622470,7.622470,25.611040,4.378602,1.890784,-1.890784,-16.965643,-0.678209,19.946984,1.439515,0.000000,8,-8,0,16.554837,-17.994352,1.439515
9.083819,0.016918,59.108,1.050000,-1.181250,-7.757926,-7.757926,25.628804,4.358617,1.878384,-1.878384,-16.997422,-0.732951,19.538577,-2.044303,0.000000,8,-7,-1,17.943056,-15.898753,-2.044303
9.101139,0.017319,57.739,1.050000,-1.050000,0.000000,7.578189,25.646989,4.340432,1.862751,-1.862751,-17.029684,-0.902609,21.102892,1.403940,0.000000,8,-9,0,17.573671,-18.977611,1.403940
9.118675,0.017536,57.024,1.050000,-1.050000,0.000000,0.000000,25.665402,4.322019,1.871695,-1.871695,-17.062506,0.510021,21.115782,-0.124587,-0.000000,9,-9,0,18.349097,-18.224510,-0.124587
9.135165,0.016490,60.644,1.050000,-1.050000,0.000000,0.000000,25.682717,4.304704,1.875947,-1.875947,-17.093440,0.257896,21.127902,-0.136707,-0.000000,9,-9,0,18.365653,-18.228946,-0.136707
9.152342,0.017177,58.218,1.050000,-1.050000,0.000000,0.000000,25.700752,4.286669,1.890188,-1.890188,-17.125908,0.829052,21.140527,-0.149332,-0.000000,9,-9,0,18.382899,-18.233567,-0.149332
9.169977,0.017635,56.706,1.050000,-1.050000,0.000000,0.000000,25.719269,4.268152,1.896670,-1.896670,-17.159355,0.367553,21.153488,-0.162294,-0.000000,9,-9,0,18.400605,-18.238311,-0.162294
9.186659,0.016682,59.944,1.050000,-1.050000,0.000000,0.000000,25.736785,4.250636,1.908067,-1.908067,-17.191186,0.683178,21.165750,-0.174555,-0.000000,9,-9,0,18.417354,-18.242799,-0.174555
9.203727,0.017068,58.590,0.918750,-1.050000,-7.689977,0.000000,25.752466,4.232715,1.905861,-1.905861,-17.223715,-0.129250,19.244981,-0.187100,0.000000,8,-8,0,16.760192,-16.573092,-0.187100
9.220885,0.017158,58.282,0.918750,-1.050000,0.000000,0.000000,25.768230,4.214699,1.900930,-1.900930,-17.256331,-0.287385,20.794011,-0.199711,0.000000,9,-8,0,18.107997,-17.908286,-0.199711
9.239012,0.018127,55.166,0.918750,-1.050000,0.000000,0.000000,25.784884,4.195665,1.885617,-1.885617,-17.290512,-0.844725,20.805669,-0.213034,0.000000,9,-8,0,18.124755,-17.911721,-0.213034
9.254954,0.015943,62.725,0.918750,-1.050000,0.000000,0.000000,25.799532,4.178925,1.869703,-1.869703,-17.320320,-0.998228,20.815922,-0.224752,0.000000,9,-8,0,18.139493,-17.914741,-0.224752
9.272048,0.017094,58.500,0.918750,-1.050000,0.000000,0.000000,25.815237,4.160977,1.862114,-1.862114,-17.352150,-0.443934,20.826916,-0.237316,0.000000,9,-8,0,18.155296,-17.917980,-0.237316
9.290409,0.018360,54.465,0.918750,-1.050000,0.000000,0.000000,25.832105,4.141698,1.856876,-1.856876,-17.386243,-0.285295,20.838724,-0.250811,0.000000,9,-8,0,18.172270,-17.921459,-0.250811
9.307777,0.017368,57.577,0.918750,-1.050000,0.000000,0.000000,25.848062,4.123462,1.852904,-1.852904,-17.418425,-0.228732,20.849893,-0.263577,0.000000,9,-8,0,18.188326,-17.924749,-0.263577
9.324576,0.016799,59.526,0.918750,-1.050000,0.000000,0.000000,25.863497,4.105823,1.849537,-1.849537,-17.449496,-0.200411,20.860698,-0.275924,0.000000,9,-8,0,18.203856,-17.927932,-0.275924
9.341723,0.017147,58.320,0.918750,-1.050000,0.000000,0.000000,25.879250,4.087818,1.844827,-1.844827,-17.481129,-0.274672,20.871725,-0.288527,0.000000,9,-8,0,18.219708,-17.931181,-0.288527
9.358826,0.017103,58.469,0.918750,-1.050000,0.000000,0.000000,25.894964,4.069860,1.841648,-1.841648,-17.512627,-0.185856,20.882725,-0.301098,0.000000,9,-8,0,18.235519,-17.934421,-0.301098
9.374740,0.015914,62.839,0.918750,-1.050000,0.000000,0.000000,25.909585,4.053151,1.839401,-1.839401,-17.541899,-0.141188,20.892959,-0.312795,0.000000,9,-8,0,18.250231,-17.937436,-0.312795
9.393009,0.018269,54.738,0.918750,-1.050000,0.000000,0.000000,25.926369,4.033968,1.834799,-1.834799,-17.575418,-0.251930,20.904708,-0.326222,0.000000,9,-8,0,18.267120,-17.940897,-0.326222
9.408913,0.015905,62.875,0.918750,-1.050000,0.000000,0.000000,25.940981,4.017268,1.835138,-1.835138,-17.604606,0.021328,20.914937,-0.337912,-0.000000,9,-8,0,18.281823,-17.943911,-0.337912
9.427305,0.018391,54.374,0.918750,-1.050000,0.000000,0.000000,25.957878,3.997958,1.831692,-1.831692,-17.638292,-0.187362,20.926765,-0.351430,0.000000,9,-8,0,18.298825,-17.947395,-0.351430
9.444320,0.017016,58.769,0.918750,-1.050000,0.000000,0.000000,25.973511,3.980091,1.829890,-1.829890,-17.669429,-0.105937,20.937708,-0.363936,0.000000,9,-8,0,18.314555,-17.950619,-0.363936
9.461398,0.017078,58.554,0.918750,-1.050000,0.000000,0.000000,25.989202,3.962159,1.832772,-1.832772,-17.700730,0.168776,20.948691,-0.376489,-0.000000,9,-8,0,18.330343,-17.953855,-0.376489
9.478639,0.017240,58.004,0.918750,-1.050000,0.000000,0.000000,26.005042,3.944057,1.835989,-1.835989,-17.732383,0.186562,20.959779,-0.389160,-0.000000,9,-8,0,18.346281,-17.957121,-0.389160
9.495079,0.016440,60.826,0.918750,-1.050000,0.000000,0.000000,26.020146,3.926795,1.833486,-1.833486,-17.762526,-0.152203,20.970352,-0.401244,0.000000,9,-8,0,18.361480,-17.960236,-0.401244
9.512954,0.017875,55.944,0.918750,-1.050000,0.000000,0.000000,26.036569,3.908026,1.832047,-1.832047,-17.795274,-0.080502,20.981848,-0.414382,0.000000,9,-8,0,18.378004,-17.963623,-0.414382
9.530707,0.017753,56.330,0.918750,-1.050000,0.000000,0.000000,26.052879,3.889386,1.832959,-1.832959,-17.827814,0.051342,20.993265,-0.427430,-0.000000,9,-8,0,18.394416,-17.966986,-0.427430
9.547793,0.017087,58.526,0.918750,-1.050000,0.000000,0.000000,26.068577,3.871445,1.832602,-1.832602,-17.859126,-0.020852,21.004254,-0.439989,0.000000,9,-8,0,18.410212,-17.970223,-0.439989
9.563079,0.015286,65.419,0.918750,-1.050000,0.000000,0.000000,26.082621,3.855394,1.848601,-1.848601,-17.887384,1.046624,21.014085,-0.451224,-0.000000,9,-8,0,18.424343,-17.973119,-0.451224
9.580102,0.017023,58.745,0.918750,-1.050000,0.000000,0.000000,26.098261,3.837520,1.848182,-1.848182,-17.918845,-0.024634,21.025033,-0.463736,0.000000,9,-8,0,18.440080,-17.976345,-0.463736
9.597676,0.017574,56.904,0.918750,-1.050000,0.000000,0.000000,26.114407,3.819068,1.866363,-1.866363,-17.951644,1.034599,21.036335,-0.476652,-0.000000,9,-8,0,18.456326,-17.979674,-0.476652
9.615486,0.017811,56.146,0.918750,-1.050000,0.000000,0.000000,26.130770,3.800367,1.875458,-1.875458,-17.985047,0.510619,21.047789,-0.489743,-0.000000,9,-8,0,18.472792,-17.983049,-0.489743
9.632530,0.017043,58.674,0.918750,-1.050000,0.000000,0.000000,26.146429,3.782471,1.879099,-1.879099,-18.017074,0.213654,21.058750,-0.502270,-0.000000,9,-8,0,18.488548,-17.986278,-0.502270
9.649686,0.017156,58.287,0.918750,-1.050000,0.000000,0.000000,26.162191,3.764457,1.880133,-1.880133,-18.049330,0.060237,21.069784,-0.514880,-0.000000,9,-8,0,18.504408,-17.989528,-0.514880
9.665564,0.015878,62.979,0.918750,-1.050000,0.000000,0.000000,26.176779,3.747785,1.883182,-1.883182,-18.079231,0.192067,21.079996,-0.526550,-0.000000,9,-8,0,18.519087,-17.992536,-0.526550
9.682783,0.017219,58.076,0.787500,-1.050000,-7.622470,0.000000,26.190339,3.729705,1.883671,-1.883671,-18.111666,0.028355,19.171244,-0.539206,-0.000000,8,-8,0,16.872387,-16.333181,-0.539206
9.700890,0.018107,55.228,0.787500,-1.050000,0.000000,0.000000,26.204598,3.710693,1.889101,-1.889101,-18.145871,0.299894,20.705719,-0.552515,-0.000000,9,-8,0,18.207936,-17.655421,-0.552515
9.718391,0.017502,57.138,0.787500,-1.050000,0.000000,0.000000,26.218381,3.692317,1.884626,-1.884626,-18.178855,-0.255669,20.715367,-0.565378,0.000000,9,-8,0,18.222723,-17.657345,-0.565378
9.734482,0.016091,62.148,0.787500,-1.050000,0.000000,0.000000,26.231052,3.675421,1.891481,-1.891481,-18.209290,0.425990,20.724237,-0.577205,-0.000000,9,-8,0,18.236318,-17.659113,-0.577205
9.751386,0.016904,59.158,0.787500,-1.050000,0.000000,0.000000,26.244364,3.657672,1.893535,-1.893535,-18.241299,0.121518,20.733555,-0.589629,-0.000000,9,-8,0,18.250600,-17.660970,-0.589629
9.769384,0.017998,55.561,0.787500,-1.050000,0.000000,0.000000,26.258538,3.638774,1.891490,-1.891490,-18.275342,-0.113589,20.743476,-0.602858,0.000000,9,-8,0,18.265806,-17.662948,-0.602858
9.787977,0.018593,53.784,0.787500,-1.050000,0.000000,0.000000,26.273179,3.619252,1.890318,-1.890318,-18.310488,-0.063067,20.753726,-0.616524,0.000000,9,-8,0,18.281516,-17.664992,-0.616524
9.804406,0.016429,60.869,0.787500,-1.050000,0.000000,0.000000,26.286117,3.602002,1.893940,-1.893940,-18.341603,0.220469,20.762782,-0.628599,-0.000000,9,-8,0,18.295396,-17.666797,-0.628599
9.819910,0.015504,64.499,0.787500,-1.050000,0.000000,0.000000,26.298327,3.585722,1.897943,-1.897943,-18.371029,0.258231,20.771329,-0.639994,-0.000000,9,-8,0,18.308495,-17.668501,-0.639994
9.837035,0.017126,58.392,0.787500,-1.050000,0.000000,0.000000,26.311813,3.567740,1.899879,-1.899879,-18.403566,0.113003,20.780769,-0.652582,-0.000000,9,-8,0,18.322965,-17.670383,-0.652582
9.853882,0.016846,59.361,0.787500,-1.050000,0.000000,0.000000,26.325079,3.550052,1.905301,-1.905301,-18.435663,0.321891,20.790056,-0.664964,-0.000000,9,-8,0,18.337198,-17.672234,-0.664964
9.870878,0.016997,58.834,0.787500,-1.050000,0.000000,0.000000,26.338464,3.532205,1.902422,-1.902422,-18.467998,-0.169378,20.799425,-0.677456,0.000000,9,-8,0,18.351559,-17.674102,-0.677456
9.887915,0.017037,58.696,0.787500,-1.050000,0.000000,0.000000,26.351881,3.514316,1.906792,-1.906792,-18.500484,0.256475,20.808817,-0.689979,-0.000000,9,-8,0,18.365953,-17.675975,-0.689979
9.905044,0.017128,58.383,0.787500,-1.050000,0.000000,0.000000,26.365369,3.496332,1.907168,-1.907168,-18.533150,0.021971,20.818259,-0.702568,-0.000000,9,-8,0,18.380425,-17.677857,-0.702568
9.922644,0.017600,56.817,0.787500,-1.050000,0.000000,0.000000,26.379230,3.477851,1.906758,-1.906758,-18.566710,-0.023307,20.827961,-0.715504,0.000000,9,-8,0,18.395295,-17.679791,-0.715504
9.939243,0.016599,60.244,0.787500,-1.050000,0.000000,0.000000,26.392302,3.460422,1.904968,-1.904968,-18.598331,-0.107849,20.837111,-0.727704,0.000000,9,-8,0,18.409320,-17.681615,-0.727704
9.956318,0.017075,58.567,0.787500,-1.050000,0.000000,0.000000,26.405748,3.442494,1.898086,-1.898086,-18.630740,-0.403020,20.846523,-0.740254,0.000000,9,-8,0,18.423746,-17.683492,-0.740254
9.973485,0.017168,58.249,0.787500,-1.050000,0.000000,0.000000,26.419267,3.424468,1.899155,-1.899155,-18.663344,0.062269,20.855987,-0.752873,-0.000000,9,-8,0,18.438251,-17.685378,-0.752873
9.991163,0.017678,56.567,0.787500,-1.050000,0.000000,0.000000,26.433189,3.405906,1.893737,-1.893737,-18.696822,-0.306513,20.865732,-0.765866,0.000000,9,-8,0,18.453187,-17.687321,-0.765866
10.007690,0.016527,60.508,0.787500,-1.050000,0.000000,0.000000,26.446204,3.388553,1.895405,-1.895405,-18.728146,0.100952,20.874843,-0.778013,-0.000000,9,-8,0,18.467150,-17.689137,-0.778013
